TRANSACTION_DATE,DAY_NAME,DAY_CLASSIFICATION,MONTH_NAME,TIME_BUCKET,HOUR_OF_DAY,STORE_LOCATION,PRODUCT_CATEGORY,PRODUCT_DETAIL,PRODUCT_TYPE,NUMBER_OF_SALES,TOTAL_REVENUE
2023-05-29,Mon,Weekday,May,afternoon,15,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea,2,12.00
2023-05-30,Tue,Weekday,May,morning,6,Lower Manhattan,Flavours,Sugar Free Vanilla syrup,Sugar free syrup,2,2.40
2023-05-30,Tue,Weekday,May,morning,7,Lower Manhattan,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,7.50
2023-05-30,Tue,Weekday,May,morning,8,Lower Manhattan,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,2,12.40
2023-05-30,Tue,Weekday,May,morning,8,Astoria,Bakery,Oatmeal Scone,Scone,1,3.00
2023-05-30,Tue,Weekday,May,morning,9,Lower Manhattan,Branded,I Need My Bean! Diner mug,Housewares,2,24.00
2023-05-30,Tue,Weekday,May,morning,10,Lower Manhattan,Tea,English Breakfast Lg,Brewed Black tea,1,3.00
2023-05-30,Tue,Weekday,May,afternoon,14,Lower Manhattan,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,1,6.20
2023-05-30,Tue,Weekday,May,afternoon,14,Astoria,Bakery,Almond Croissant,Pastry,1,3.75
2023-05-30,Tue,Weekday,May,afternoon,15,Hell's Kitchen,Coffee,Brazilian Rg,Organic brewed coffee,1,3.00
2023-05-30,Tue,Weekday,May,evening,19,Astoria,Coffee,Ethiopia Rg,Gourmet brewed coffee,1,3.00
2023-05-31,Wed,Weekday,May,morning,6,Lower Manhattan,Bakery,Scottish Cream Scone ,Scone,2,9.00
2023-05-31,Wed,Weekday,May,morning,7,Astoria,Bakery,Almond Croissant,Pastry,2,7.50
2023-05-31,Wed,Weekday,May,morning,8,Lower Manhattan,Coffee,Brazilian Rg,Organic brewed coffee,1,6.00
2023-05-31,Wed,Weekday,May,morning,8,Lower Manhattan,Bakery,Oatmeal Scone,Scone,2,6.00
2023-05-31,Wed,Weekday,May,morning,9,Astoria,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,2,6.00
2023-05-31,Wed,Weekday,May,morning,9,Astoria,Coffee,Espresso shot,Barista Espresso,2,9.00
2023-05-31,Wed,Weekday,May,morning,9,Hell's Kitchen,Bakery,Scottish Cream Scone ,Scone,2,9.00
2023-05-31,Wed,Weekday,May,morning,9,Hell's Kitchen,Bakery,Chocolate Croissant,Pastry,3,11.25
2023-05-31,Wed,Weekday,May,morning,9,Lower Manhattan,Coffee,Ethiopia Rg,Gourmet brewed coffee,2,12.00
2023-05-31,Wed,Weekday,May,morning,10,Hell's Kitchen,Bakery,Hazelnut Biscotti,Biscotti,1,3.25
2023-05-31,Wed,Weekday,May,morning,11,Hell's Kitchen,Bakery,Croissant,Pastry,1,3.50
2023-05-31,Wed,Weekday,May,afternoon,16,Lower Manhattan,Tea,Peppermint Lg,Brewed herbal tea,1,3.00
2023-05-31,Wed,Weekday,May,evening,18,Lower Manhattan,Loose Tea,Morning Sunrise Chai,Chai tea,2,19.00
2023-06-01,Thu,Weekday,Jun,morning,9,Hell's Kitchen,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,5.00
2023-06-01,Thu,Weekday,Jun,morning,10,Lower Manhattan,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,1,7.00
2023-06-01,Thu,Weekday,Jun,afternoon,15,Astoria,Coffee,Our Old Time Diner Blend Lg,Drip coffee,2,9.00
2023-06-01,Thu,Weekday,Jun,afternoon,15,Lower Manhattan,Tea,Traditional Blend Chai Rg,Brewed Chai tea,1,2.50
2023-06-01,Thu,Weekday,Jun,afternoon,15,Lower Manhattan,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,4.00
2023-06-01,Thu,Weekday,Jun,afternoon,16,Astoria,Coffee,Ethiopia Lg,Gourmet brewed coffee,2,10.50
2023-06-01,Thu,Weekday,Jun,evening,18,Astoria,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,4,22.50
2023-06-01,Thu,Weekday,Jun,evening,18,Hell's Kitchen,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,4.90
2023-06-01,Thu,Weekday,Jun,evening,18,Astoria,Coffee,Our Old Time Diner Blend Sm,Drip coffee,3,8.00
2023-06-01,Thu,Weekday,Jun,evening,18,Astoria,Coffee,Ethiopia Rg,Gourmet brewed coffee,2,9.00
2023-06-01,Thu,Weekday,Jun,evening,19,Astoria,Coffee,Our Old Time Diner Blend Sm,Drip coffee,2,4.00
2023-06-01,Thu,Weekday,Jun,evening,19,Astoria,Coffee,Ethiopia Rg,Gourmet brewed coffee,1,6.00
2023-06-01,Thu,Weekday,Jun,evening,19,Astoria,Tea,Traditional Blend Chai Rg,Brewed Chai tea,1,5.00
2023-06-02,Fri,Weekday,Jun,morning,7,Lower Manhattan,Bakery,Chocolate Croissant,Pastry,1,3.75
2023-06-02,Fri,Weekday,Jun,morning,8,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea,1,2.50
2023-06-02,Fri,Weekday,Jun,morning,8,Hell's Kitchen,Coffee,Brazilian Rg,Organic brewed coffee,1,6.00
2023-06-02,Fri,Weekday,Jun,morning,10,Lower Manhattan,Coffee,Brazilian Sm,Organic brewed coffee,4,13.20
2023-06-02,Fri,Weekday,Jun,morning,10,Lower Manhattan,Tea,Earl Grey Lg,Brewed Black tea,3,9.00
2023-06-02,Fri,Weekday,Jun,afternoon,13,Astoria,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,4.00
2023-06-02,Fri,Weekday,Jun,afternoon,13,Hell's Kitchen,Tea,English Breakfast Rg,Brewed Black tea,1,2.50
2023-06-02,Fri,Weekday,Jun,afternoon,14,Astoria,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,2,14.00
2023-06-02,Fri,Weekday,Jun,afternoon,14,Hell's Kitchen,Tea,English Breakfast Lg,Brewed Black tea,1,6.00
2023-06-02,Fri,Weekday,Jun,evening,17,Astoria,Coffee,Brazilian Rg,Organic brewed coffee,1,3.00
2023-06-02,Fri,Weekday,Jun,evening,18,Hell's Kitchen,Tea,Traditional Blend Chai Lg,Brewed Chai tea,1,6.00
2023-06-02,Fri,Weekday,Jun,evening,19,Hell's Kitchen,Tea,Peppermint Rg,Brewed herbal tea,1,2.50
2023-06-03,Sat,Weekend,Jun,morning,9,Lower Manhattan,Tea,Lemon Grass Lg,Brewed herbal tea,1,6.00
2023-06-03,Sat,Weekend,Jun,morning,10,Hell's Kitchen,Coffee,Cappuccino,Barista Espresso,1,3.75
2023-06-03,Sat,Weekend,Jun,morning,10,Lower Manhattan,Coffee,Latte,Barista Espresso,1,3.75
2023-06-03,Sat,Weekend,Jun,morning,11,Lower Manhattan,Bakery,Ginger Biscotti,Biscotti,2,7.00
2023-06-03,Sat,Weekend,Jun,afternoon,12,Lower Manhattan,Tea,Lemon Grass Lg,Brewed herbal tea,1,3.00
2023-06-03,Sat,Weekend,Jun,afternoon,13,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,4.50
2023-06-03,Sat,Weekend,Jun,afternoon,14,Astoria,Coffee,Our Old Time Diner Blend Rg,Drip coffee,3,10.00
2023-06-03,Sat,Weekend,Jun,afternoon,14,Astoria,Tea,Serenity Green Tea Rg,Brewed Green tea,2,10.00
2023-06-03,Sat,Weekend,Jun,afternoon,15,Astoria,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,2,7.50
2023-06-03,Sat,Weekend,Jun,afternoon,15,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea,2,7.50
2023-06-03,Sat,Weekend,Jun,afternoon,16,Hell's Kitchen,Tea,English Breakfast Rg,Brewed Black tea,1,2.50
2023-06-03,Sat,Weekend,Jun,evening,18,Astoria,Coffee,Espresso shot,Barista Espresso,2,12.00
2023-06-03,Sat,Weekend,Jun,evening,18,Astoria,Coffee,Ethiopia Rg,Gourmet brewed coffee,2,6.00
2023-06-03,Sat,Weekend,Jun,evening,18,Hell's Kitchen,Coffee,Brazilian Rg,Organic brewed coffee,1,3.00
2023-06-03,Sat,Weekend,Jun,evening,18,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,2.55
2023-06-03,Sat,Weekend,Jun,evening,19,Astoria,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,3,17.50
2023-06-03,Sat,Weekend,Jun,evening,19,Astoria,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,2,4.00
2023-06-03,Sat,Weekend,Jun,evening,19,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,6.20
2023-06-04,Sun,Weekend,Jun,morning,8,Hell's Kitchen,Coffee,Cappuccino Lg,Barista Espresso,1,4.25
2023-06-04,Sun,Weekend,Jun,morning,9,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea,1,5.00
2023-06-04,Sun,Weekend,Jun,morning,11,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,4.75
2023-06-04,Sun,Weekend,Jun,afternoon,12,Hell's Kitchen,Coffee,Cappuccino,Barista Espresso,1,3.75
2023-06-04,Sun,Weekend,Jun,afternoon,12,Astoria,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,2,4.00
2023-06-04,Sun,Weekend,Jun,afternoon,13,Astoria,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,2,7.50
2023-06-04,Sun,Weekend,Jun,afternoon,13,Astoria,Bakery,Ginger Biscotti,Biscotti,1,3.50
2023-06-04,Sun,Weekend,Jun,afternoon,13,Astoria,Coffee,Ethiopia Rg,Gourmet brewed coffee,1,6.00
2023-06-04,Sun,Weekend,Jun,afternoon,15,Lower Manhattan,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,2,16.00
2023-06-04,Sun,Weekend,Jun,evening,17,Hell's Kitchen,Tea,Earl Grey Lg,Brewed Black tea,1,6.00
2023-06-04,Sun,Weekend,Jun,evening,19,Hell's Kitchen,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,7.50
2023-06-04,Sun,Weekend,Jun,evening,19,Hell's Kitchen,Tea,Earl Grey Rg,Brewed Black tea,1,5.00
2023-06-05,Mon,Weekday,Jun,morning,9,Hell's Kitchen,Tea,Serenity Green Tea Rg,Brewed Green tea,1,2.50
2023-06-05,Mon,Weekday,Jun,morning,9,Hell's Kitchen,Coffee,Latte Rg,Barista Espresso,1,4.25
2023-06-05,Mon,Weekday,Jun,morning,10,Hell's Kitchen,Tea,Serenity Green Tea Rg,Brewed Green tea,1,2.50
2023-06-05,Mon,Weekday,Jun,morning,11,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,9.00
2023-06-05,Mon,Weekday,Jun,afternoon,12,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea,3,15.00
2023-06-05,Mon,Weekday,Jun,afternoon,12,Hell's Kitchen,Tea,Earl Grey Lg,Brewed Black tea,1,3.00
2023-06-05,Mon,Weekday,Jun,afternoon,13,Hell's Kitchen,Bakery,Croissant,Pastry,1,3.50
2023-06-05,Mon,Weekday,Jun,afternoon,13,Astoria,Coffee,Ethiopia Lg,Gourmet brewed coffee,4,17.50
2023-06-05,Mon,Weekday,Jun,afternoon,13,Lower Manhattan,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,4.00
2023-06-05,Mon,Weekday,Jun,afternoon,13,Lower Manhattan,Coffee,Ethiopia Lg,Gourmet brewed coffee,2,10.50
2023-06-05,Mon,Weekday,Jun,afternoon,15,Astoria,Coffee,Cappuccino Lg,Barista Espresso,1,8.50
2023-06-05,Mon,Weekday,Jun,afternoon,16,Hell's Kitchen,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,7.00
2023-06-05,Mon,Weekday,Jun,afternoon,16,Hell's Kitchen,Tea,Earl Grey Rg,Brewed Black tea,1,2.50
2023-06-05,Mon,Weekday,Jun,evening,17,Astoria,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,2,14.00
2023-06-05,Mon,Weekday,Jun,evening,19,Astoria,Coffee,Espresso shot,Barista Espresso,1,6.00
2023-06-05,Mon,Weekday,Jun,evening,19,Hell's Kitchen,Bakery,Almond Croissant,Pastry,1,3.75
2023-06-06,Tue,Weekday,Jun,morning,7,Lower Manhattan,Coffee,Brazilian Lg,Organic brewed coffee,1,7.00
2023-06-06,Tue,Weekday,Jun,morning,8,Lower Manhattan,Coffee,Brazilian Rg,Organic brewed coffee,3,15.00
2023-06-06,Tue,Weekday,Jun,morning,8,Hell's Kitchen,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,3,15.00
2023-06-06,Tue,Weekday,Jun,morning,10,Lower Manhattan,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,6.00
2023-06-06,Tue,Weekday,Jun,morning,10,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea,1,2.50
2023-06-06,Tue,Weekday,Jun,afternoon,13,Lower Manhattan,Coffee,Espresso shot,Barista Espresso,2,6.00
2023-06-06,Tue,Weekday,Jun,afternoon,13,Astoria,Tea,Serenity Green Tea Rg,Brewed Green tea,2,5.00
2023-06-06,Tue,Weekday,Jun,afternoon,15,Hell's Kitchen,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,2,9.80
2023-06-06,Tue,Weekday,Jun,afternoon,16,Hell's Kitchen,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,6.20
2023-06-06,Tue,Weekday,Jun,evening,17,Astoria,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,1,7.00
2023-06-06,Tue,Weekday,Jun,evening,17,Lower Manhattan,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,3,12.50
2023-06-06,Tue,Weekday,Jun,evening,17,Astoria,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,6.00
2023-06-06,Tue,Weekday,Jun,evening,17,Lower Manhattan,Tea,Peppermint Lg,Brewed herbal tea,2,9.00
2023-06-07,Wed,Weekday,Jun,morning,7,Astoria,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,2,7.00
2023-06-07,Wed,Weekday,Jun,morning,8,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,3.10
2023-06-07,Wed,Weekday,Jun,morning,8,Astoria,Coffee,Cappuccino,Barista Espresso,2,7.50
2023-06-07,Wed,Weekday,Jun,morning,9,Lower Manhattan,Coffee,Our Old Time Diner Blend Lg,Drip coffee,3,15.00
2023-06-07,Wed,Weekday,Jun,morning,9,Hell's Kitchen,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,2,6.00
2023-06-07,Wed,Weekday,Jun,afternoon,12,Astoria,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,4.00
2023-06-07,Wed,Weekday,Jun,afternoon,15,Hell's Kitchen,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,2.50
2023-06-07,Wed,Weekday,Jun,afternoon,15,Astoria,Tea,Traditional Blend Chai Rg,Brewed Chai tea,1,5.00
2023-06-07,Wed,Weekday,Jun,evening,17,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,2.50
2023-06-07,Wed,Weekday,Jun,evening,18,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg,Drip coffee,2,5.00
2023-06-07,Wed,Weekday,Jun,evening,18,Astoria,Bakery,Cranberry Scone,Scone,1,3.25
2023-06-07,Wed,Weekday,Jun,evening,19,Hell's Kitchen,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,6.20
2023-06-08,Thu,Weekday,Jun,morning,6,Hell's Kitchen,Flavours,Chocolate syrup,Regular syrup,1,1.60
2023-06-08,Thu,Weekday,Jun,morning,7,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,Drip coffee,2,6.00
2023-06-08,Thu,Weekday,Jun,morning,7,Hell's Kitchen,Tea,English Breakfast Lg,Brewed Black tea,3,15.00
2023-06-08,Thu,Weekday,Jun,morning,10,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,5.10
2023-06-08,Thu,Weekday,Jun,morning,10,Lower Manhattan,Bakery,Croissant,Pastry,1,3.50
2023-06-08,Thu,Weekday,Jun,morning,11,Hell's Kitchen,Coffee,Ethiopia Lg,Gourmet brewed coffee,3,14.00
2023-06-08,Thu,Weekday,Jun,afternoon,12,Astoria,Coffee,Espresso shot,Barista Espresso,2,6.00
2023-06-08,Thu,Weekday,Jun,afternoon,13,Astoria,Tea,Lemon Grass Lg,Brewed herbal tea,2,9.00
2023-06-08,Thu,Weekday,Jun,afternoon,14,Hell's Kitchen,Coffee,Cappuccino,Barista Espresso,2,11.25
2023-06-08,Thu,Weekday,Jun,afternoon,14,Hell's Kitchen,Bakery,Almond Croissant,Pastry,2,7.50
2023-06-08,Thu,Weekday,Jun,afternoon,16,Hell's Kitchen,Flavours,Hazelnut syrup,Regular syrup,1,0.80
2023-06-08,Thu,Weekday,Jun,afternoon,16,Astoria,Tea,Earl Grey Lg,Brewed Black tea,1,3.00
2023-06-08,Thu,Weekday,Jun,afternoon,16,Lower Manhattan,Flavours,Sugar Free Vanilla syrup,Sugar free syrup,1,1.60
2023-06-08,Thu,Weekday,Jun,evening,17,Lower Manhattan,Tea,Peppermint Rg,Brewed herbal tea,1,2.50
2023-06-08,Thu,Weekday,Jun,evening,18,Astoria,Coffee,Ethiopia Sm,Gourmet brewed coffee,2,4.40
2023-06-08,Thu,Weekday,Jun,evening,18,Astoria,Bakery,Chocolate Croissant,Pastry,2,7.50
2023-06-08,Thu,Weekday,Jun,evening,18,Lower Manhattan,Coffee,Our Old Time Diner Blend Rg,Drip coffee,2,10.00
2023-06-09,Fri,Weekday,Jun,morning,7,Astoria,Bakery,Jumbo Savory Scone,Scone,1,3.75
2023-06-09,Fri,Weekday,Jun,morning,9,Lower Manhattan,Tea,Peppermint Rg,Brewed herbal tea,3,7.50
2023-06-09,Fri,Weekday,Jun,morning,9,Hell's Kitchen,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,2,4.00
2023-06-09,Fri,Weekday,Jun,morning,10,Lower Manhattan,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,2.50
2023-06-09,Fri,Weekday,Jun,morning,10,Lower Manhattan,Bakery,Ginger Scone,Scone,2,8.12
2023-06-09,Fri,Weekday,Jun,morning,11,Hell's Kitchen,Tea,Earl Grey Lg,Brewed Black tea,1,6.00
2023-06-09,Fri,Weekday,Jun,afternoon,12,Astoria,Bakery,Scottish Cream Scone ,Scone,1,4.50
2023-06-09,Fri,Weekday,Jun,afternoon,15,Lower Manhattan,Packaged Chocolate,Sustainably Grown Organic,Organic Chocolate,1,7.60
2023-06-09,Fri,Weekday,Jun,afternoon,16,Hell's Kitchen,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,5.10
2023-06-09,Fri,Weekday,Jun,evening,17,Hell's Kitchen,Bakery,Ginger Biscotti,Biscotti,1,3.50
2023-06-09,Fri,Weekday,Jun,evening,19,Hell's Kitchen,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,2.55
2023-06-09,Fri,Weekday,Jun,evening,19,Astoria,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,1,3.10
2023-06-10,Sat,Weekend,Jun,morning,7,Hell's Kitchen,Tea,Traditional Blend Chai Lg,Brewed Chai tea,2,12.00
2023-06-10,Sat,Weekend,Jun,morning,7,Lower Manhattan,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,1,6.20
2023-06-10,Sat,Weekend,Jun,morning,7,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,3,12.40
2023-06-10,Sat,Weekend,Jun,morning,8,Hell's Kitchen,Bakery,Chocolate Chip Biscotti,Biscotti,1,3.50
2023-06-10,Sat,Weekend,Jun,morning,8,Hell's Kitchen,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,3.00
2023-06-10,Sat,Weekend,Jun,morning,9,Hell's Kitchen,Coffee,Our Old Time Diner Blend Lg,Drip coffee,3,12.00
2023-06-10,Sat,Weekend,Jun,morning,9,Hell's Kitchen,Bakery,Chocolate Croissant,Pastry,1,3.75
2023-06-10,Sat,Weekend,Jun,morning,11,Hell's Kitchen,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,1,6.00
2023-06-10,Sat,Weekend,Jun,morning,11,Hell's Kitchen,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,2.50
2023-06-10,Sat,Weekend,Jun,morning,11,Lower Manhattan,Coffee,Brazilian Lg,Organic brewed coffee,1,3.50
2023-06-10,Sat,Weekend,Jun,afternoon,15,Lower Manhattan,Bakery,Jumbo Savory Scone,Scone,1,3.75
2023-06-10,Sat,Weekend,Jun,afternoon,15,Hell's Kitchen,Loose Tea,Earl Grey,Black tea,1,8.95
2023-06-10,Sat,Weekend,Jun,afternoon,16,Hell's Kitchen,Coffee,Brazilian Rg,Organic brewed coffee,1,3.00
2023-06-11,Sun,Weekend,Jun,morning,7,Hell's Kitchen,Packaged Chocolate,Sustainably Grown Organic,Organic Chocolate,1,7.60
2023-06-11,Sun,Weekend,Jun,morning,10,Lower Manhattan,Bakery,Almond Croissant,Pastry,1,3.75
2023-06-11,Sun,Weekend,Jun,morning,10,Astoria,Coffee,Latte,Barista Espresso,2,11.25
2023-06-11,Sun,Weekend,Jun,morning,11,Hell's Kitchen,Bakery,Oatmeal Scone,Scone,1,3.00
2023-06-11,Sun,Weekend,Jun,afternoon,14,Hell's Kitchen,Bakery,Chocolate Croissant,Pastry,1,3.75
2023-06-11,Sun,Weekend,Jun,afternoon,14,Hell's Kitchen,Coffee,Brazilian Sm,Organic brewed coffee,1,4.40
2023-06-11,Sun,Weekend,Jun,afternoon,16,Astoria,Bakery,Cranberry Scone,Scone,1,3.25
2023-06-11,Sun,Weekend,Jun,afternoon,16,Astoria,Coffee,Latte Rg,Barista Espresso,1,8.50
2023-06-12,Mon,Weekday,Jun,morning,6,Lower Manhattan,Flavours,Hazelnut syrup,Regular syrup,3,5.60
2023-06-12,Mon,Weekday,Jun,morning,6,Hell's Kitchen,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,6.00
2023-06-12,Mon,Weekday,Jun,morning,7,Lower Manhattan,Coffee,Brazilian Rg,Organic brewed coffee,2,9.00
2023-06-12,Mon,Weekday,Jun,morning,8,Lower Manhattan,Tea,Traditional Blend Chai Lg,Brewed Chai tea,1,3.00
2023-06-12,Mon,Weekday,Jun,morning,9,Astoria,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,3,22.50
2023-06-12,Mon,Weekday,Jun,morning,9,Hell's Kitchen,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,4.00
2023-06-12,Mon,Weekday,Jun,morning,10,Lower Manhattan,Coffee,Brazilian Lg,Organic brewed coffee,2,7.00
2023-06-12,Mon,Weekday,Jun,morning,10,Lower Manhattan,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,4.90
2023-06-12,Mon,Weekday,Jun,morning,11,Lower Manhattan,Tea,Peppermint Rg,Brewed herbal tea,1,5.00
2023-06-12,Mon,Weekday,Jun,afternoon,13,Hell's Kitchen,Tea,English Breakfast Rg,Brewed Black tea,1,2.50
2023-06-12,Mon,Weekday,Jun,afternoon,14,Astoria,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,2.50
2023-06-12,Mon,Weekday,Jun,afternoon,15,Astoria,Coffee,Brazilian Sm,Organic brewed coffee,1,2.20
2023-06-12,Mon,Weekday,Jun,afternoon,16,Lower Manhattan,Bakery,Ginger Scone,Scone,1,3.25
2023-06-12,Mon,Weekday,Jun,evening,18,Lower Manhattan,Bakery,Ginger Scone,Scone,1,3.25
2023-06-13,Tue,Weekday,Jun,morning,7,Lower Manhattan,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,3,18.60
2023-06-13,Tue,Weekday,Jun,morning,8,Hell's Kitchen,Tea,Earl Grey Rg,Brewed Black tea,1,5.00
2023-06-13,Tue,Weekday,Jun,morning,9,Hell's Kitchen,Flavours,Hazelnut syrup,Regular syrup,3,4.80
2023-06-13,Tue,Weekday,Jun,morning,9,Astoria,Bakery,Chocolate Croissant,Pastry,1,3.75
2023-06-13,Tue,Weekday,Jun,morning,9,Lower Manhattan,Tea,Lemon Grass Rg,Brewed herbal tea,3,10.00
2023-06-13,Tue,Weekday,Jun,morning,9,Lower Manhattan,Coffee,Ethiopia Lg,Gourmet brewed coffee,3,21.00
2023-06-13,Tue,Weekday,Jun,morning,10,Lower Manhattan,Bakery,Croissant,Pastry,2,7.00
2023-06-13,Tue,Weekday,Jun,afternoon,12,Lower Manhattan,Flavours,Sugar Free Vanilla syrup,Sugar free syrup,1,0.80
2023-06-13,Tue,Weekday,Jun,afternoon,15,Astoria,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,4.75
2023-06-13,Tue,Weekday,Jun,afternoon,16,Hell's Kitchen,Tea,Lemon Grass Lg,Brewed herbal tea,1,3.00
2023-06-13,Tue,Weekday,Jun,evening,17,Lower Manhattan,Coffee,Ethiopia Sm,Gourmet brewed coffee,2,8.80
2023-06-13,Tue,Weekday,Jun,evening,18,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee,1,4.40
2023-06-14,Wed,Weekday,Jun,morning,7,Lower Manhattan,Tea,Traditional Blend Chai Lg,Brewed Chai tea,2,12.00
2023-06-14,Wed,Weekday,Jun,morning,7,Lower Manhattan,Branded,I Need My Bean! Diner mug,Housewares,1,12.00
2023-06-14,Wed,Weekday,Jun,morning,7,Lower Manhattan,Coffee,Latte Rg,Barista Espresso,3,21.25
2023-06-14,Wed,Weekday,Jun,morning,8,Hell's Kitchen,Flavours,Chocolate syrup,Regular syrup,6,5.60
2023-06-14,Wed,Weekday,Jun,morning,8,Astoria,Tea,Traditional Blend Chai Lg,Brewed Chai tea,2,6.00
2023-06-14,Wed,Weekday,Jun,morning,8,Hell's Kitchen,Coffee,Cappuccino,Barista Espresso,2,11.25
2023-06-14,Wed,Weekday,Jun,morning,9,Lower Manhattan,Coffee,Ethiopia Rg,Gourmet brewed coffee,3,18.00
2023-06-14,Wed,Weekday,Jun,morning,9,Lower Manhattan,Tea,Earl Grey Rg,Brewed Black tea,1,2.50
2023-06-14,Wed,Weekday,Jun,morning,10,Astoria,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,2,9.30
2023-06-14,Wed,Weekday,Jun,afternoon,13,Hell's Kitchen,Coffee,Latte,Barista Espresso,1,3.75
2023-06-14,Wed,Weekday,Jun,afternoon,13,Astoria,Coffee,Ethiopia Sm,Gourmet brewed coffee,1,4.40
2023-06-14,Wed,Weekday,Jun,afternoon,15,Hell's Kitchen,Tea,Peppermint Lg,Brewed herbal tea,1,3.00
2023-06-14,Wed,Weekday,Jun,afternoon,16,Lower Manhattan,Tea,Peppermint Rg,Brewed herbal tea,1,2.50
2023-06-14,Wed,Weekday,Jun,afternoon,16,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee,1,4.40
2023-06-14,Wed,Weekday,Jun,evening,18,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,9.00
2023-05-31,Wed,Weekday,May,evening,17,Lower Manhattan,Tea,Lemon Grass Lg,Brewed herbal tea,1,6.00
2023-06-02,Fri,Weekday,Jun,morning,7,Lower Manhattan,Tea,Serenity Green Tea Lg,Brewed Green tea,1,3.00
2023-06-08,Thu,Weekday,Jun,morning,8,Astoria,Tea,English Breakfast Lg,Brewed Black tea,1,3.00
